match_id,team,opponent,venue,city,toss_winner,toss_decision,innings,player_name,role,runs,balls_faced,strike_rate,fours,sixes,wickets,overs_bowled,economy,match_result,player_of_match
3600,KKR,PBKS,Eden Gardens,Chennai,DC,Bat,1,Player_130,Bowler,12,20,60.0,3,2,2,0.8,9.15,Win,Yes
3601,GT,MI,Wankhede,Delhi,MI,Bat,2,Player_296,All-rounder,78,85,91.76470588235294,3,5,4,1.3,9.16,Loss,No
3602,RCB,GT,Chinnaswamy,Bangalore,GT,Bat,2,Player_96,Bowler,52,37,140.54054054054055,5,5,2,3.2,,Loss,No
3603,KKR,LSG,Kotla,Bangalore,LSG,Bat,1,Player_29,Bowler,68,76,89.47368421052632,1,4,2,2.4,8.14,Win,No
3604,MI,DC,Chinnaswamy,Chennai,KKR,Bowl,2,Player_130,Bowler,118,85,138.8235294117647,1,1,4,3.4,9.08,Win,Yes
3605,KKR,GT,Chepauk,Chennai,PBKS,Bowl,2,Player_54,Batsman,39,55,,2,0,3,1.9,7.14,Loss,No
3606,DC,GT,Chinnaswamy,Bangalore,PBKS,Bowl,1,Player_298,All-rounder,55,45,122.22222222222223,6,5,0,3.5,6.19,Loss,No
3607,GT,MI,Kotla,Kolkata,RR,Bowl,2,Player_260,Batsman,10,7,142.85714285714286,2,1,1,3.8,,Loss,No
3608,RCB,RR,Kotla,Delhi,SRH,Bowl,1,Player_184,Bowler,97,68,142.64705882352942,9,1,1,3.3,,Win,No
3609,KKR,PBKS,Eden Gardens,Delhi,DC,Bowl,2,Player_255,Bowler,88,66,133.33333333333331,5,0,4,2.3,5.4,Loss,Yes
3610,MI,RCB,Kotla,Kolkata,DC,Bat,2,Player_87,Bowler,83,58,143.10344827586206,8,2,0,1.4,8.01,Win,Yes
3611,RCB,MI,Chepauk,Delhi,CSK,Bat,1,Player_84,Batsman,52,71,73.23943661971832,0,4,1,1.2,9.76,Loss,Yes
3612,MI,PBKS,Chinnaswamy,Delhi,MI,Bat,1,Player_318,All-rounder,78,76,102.63157894736842,1,1,3,0.7,6.76,Loss,Yes
3613,DC,PBKS,Kotla,Chennai,KKR,Bowl,1,Player_177,All-rounder,11,13,84.61538461538461,2,1,4,3.7,3.95,Win,No
3614,PBKS,RCB,Chepauk,Chennai,RR,Bowl,1,Player_251,Bowler,8,8,100.0,2,1,2,2.6,5.36,Win,Yes
3615,DC,MI,Wankhede,Bangalore,CSK,Bowl,1,Player_340,Bowler,32,26,123.07692307692308,8,2,2,3.9,4.42,Loss,Yes
3616,DC,RR,Wankhede,Chennai,CSK,Bowl,1,Player_231,Bowler,11,9,122.22222222222223,1,1,0,3.9,5.2,Win,Yes
3617,GT,MI,Chepauk,Kolkata,SRH,Bowl,1,Player_70,Bowler,91,74,122.97297297297298,9,0,1,2.4,6.16,Loss,Yes
3618,PBKS,DC,Kotla,Delhi,DC,Bowl,2,Player_1,All-rounder,62,63,98.4126984126984,0,4,0,1.0,10.16,Win,No
3619,CSK,GT,Chinnaswamy,Delhi,KKR,Bat,1,Player_239,Batsman,90,75,120.0,9,5,1,1.5,6.61,Win,No
3620,SRH,GT,Chepauk,Chennai,MI,Bat,2,Player_147,All-rounder,57,41,139.02439024390242,7,4,3,2.4,8.57,Win,Yes
3621,PBKS,KKR,Kotla,Chennai,RCB,Bat,2,Player_216,Bowler,65,53,122.64150943396226,3,0,4,1.1,8.56,Win,Yes
3622,RR,RCB,Chinnaswamy,Chennai,PBKS,Bat,1,Player_178,Bowler,29,48,60.416666666666664,3,0,0,1.3,7.15,Loss,No
3623,DC,LSG,Wankhede,Bangalore,PBKS,Bat,1,Player_201,All-rounder,92,67,137.3134328358209,3,2,1,1.9,10.3,Win,Yes
3624,RCB,DC,Eden Gardens,Chennai,MI,Bat,1,Player_128,Bowler,36,53,67.9245283018868,0,5,1,1.3,7.11,Loss,Yes
3625,GT,DC,Kotla,Kolkata,GT,Bowl,1,Player_104,Batsman,28,30,93.33333333333333,7,4,2,1.5,8.73,Win,Yes
3626,RR,CSK,Kotla,Bangalore,CSK,Bowl,1,Player_92,All-rounder,53,47,112.7659574468085,2,2,0,1.6,10.62,Loss,No
3627,RCB,MI,Eden Gardens,Delhi,LSG,Bat,1,Player_8,All-rounder,8,7,114.28571428571428,1,1,2,3.9,,Win,No
3628,MI,GT,Chinnaswamy,Delhi,RR,Bat,2,Player_56,All-rounder,74,67,,1,3,4,1.6,7.69,Win,Yes
3629,LSG,CSK,Chinnaswamy,Chennai,LSG,Bowl,2,Player_91,Bowler,46,34,135.29411764705884,9,2,4,0.6,7.6,Loss,No
3630,DC,RR,Eden Gardens,Mumbai,SRH,Bowl,2,Player_104,Batsman,91,68,133.8235294117647,4,3,0,3.4,,Win,No
3631,RR,SRH,Eden Gardens,Mumbai,PBKS,Bowl,1,Player_176,Batsman,15,26,57.692307692307686,3,2,0,1.1,6.81,Loss,No
3632,SRH,GT,Kotla,Chennai,PBKS,Bowl,1,Player_135,Batsman,43,46,93.47826086956522,9,4,2,1.8,7.7,Win,Yes
3633,CSK,KKR,Eden Gardens,Mumbai,LSG,Bowl,2,Player_99,Batsman,49,34,144.11764705882354,9,0,4,2.1,9.53,Win,No
3634,CSK,SRH,Chepauk,Mumbai,RCB,Bowl,2,Player_180,Bowler,91,63,,0,2,1,3.4,8.45,Win,Yes
3635,CSK,LSG,Chepauk,Kolkata,LSG,Bowl,1,Player_236,Bowler,57,67,85.07462686567165,7,4,1,1.9,7.96,Win,No
3636,MI,DC,Wankhede,Bangalore,DC,Bowl,2,Player_107,Bowler,79,82,96.34146341463415,2,3,1,3.0,9.79,Win,No
3637,SRH,LSG,Kotla,Bangalore,RCB,Bat,1,Player_304,Batsman,80,59,,0,4,3,3.4,8.99,Loss,No
3638,SRH,RCB,Wankhede,Kolkata,RR,Bowl,1,Player_260,All-rounder,18,12,,4,0,4,2.4,4.54,Win,Yes
3639,PBKS,DC,Kotla,Delhi,CSK,Bowl,2,Player_125,All-rounder,80,61,131.14754098360655,7,3,4,0.6,,Win,Yes
3640,KKR,MI,Kotla,Chennai,SRH,Bat,2,Player_146,Batsman,68,83,81.92771084337349,6,2,4,3.7,7.29,Loss,No
3641,LSG,KKR,Eden Gardens,Chennai,RR,Bat,1,Player_297,Bowler,22,26,84.61538461538461,4,0,1,0.6,6.8,Loss,No
3642,DC,CSK,Chepauk,Chennai,DC,Bat,2,Player_285,All-rounder,24,31,77.41935483870968,0,4,4,3.1,9.33,Win,No
3643,GT,CSK,Chinnaswamy,Bangalore,RCB,Bowl,2,Player_161,All-rounder,5,7,71.42857142857143,0,0,3,3.6,4.68,Win,Yes
3644,PBKS,MI,Eden Gardens,Bangalore,PBKS,Bowl,1,Player_325,Batsman,59,56,105.35714285714286,9,1,1,0.7,4.98,Loss,No
3645,KKR,LSG,Chepauk,Kolkata,LSG,Bat,2,Player_212,All-rounder,79,69,114.4927536231884,0,0,1,3.8,10.23,Win,No
3646,RR,SRH,Chepauk,Mumbai,DC,Bowl,2,Player_90,Bowler,65,43,151.1627906976744,8,3,0,2.1,8.17,Loss,No
3647,KKR,DC,Chinnaswamy,Kolkata,MI,Bat,1,Player_3,All-rounder,87,63,138.0952380952381,5,5,3,3.4,6.25,Loss,No
3648,GT,RR,Eden Gardens,Delhi,PBKS,Bat,2,Player_340,All-rounder,3,6,50.0,0,0,0,3.1,8.56,Loss,Yes
3649,MI,LSG,Chepauk,Kolkata,RCB,Bowl,2,Player_251,Batsman,26,21,123.80952380952381,6,3,0,3.0,10.2,Loss,Yes
3650,LSG,MI,Wankhede,Delhi,KKR,Bat,2,Player_206,Batsman,28,33,84.84848484848484,7,1,2,3.3,8.92,Loss,Yes
3651,RR,DC,Wankhede,Chennai,PBKS,Bowl,2,Player_26,All-rounder,67,49,136.73469387755102,1,5,3,3.8,7.47,Loss,Yes
3652,KKR,RR,Kotla,Chennai,DC,Bat,1,Player_22,Batsman,48,53,90.56603773584906,7,1,0,2.5,10.88,Loss,Yes
3653,MI,GT,Wankhede,Delhi,SRH,Bowl,1,Player_33,All-rounder,68,83,81.92771084337349,8,2,0,2.2,6.0,Loss,Yes
3654,RR,KKR,Chinnaswamy,Kolkata,GT,Bowl,1,Player_204,Bowler,36,35,102.85714285714285,7,5,0,2.2,10.06,Win,No
3655,GT,MI,Wankhede,Chennai,RR,Bat,2,Player_71,Batsman,88,56,157.14285714285714,6,0,2,3.0,5.64,Win,Yes
3656,KKR,SRH,Chepauk,Mumbai,DC,Bat,1,Player_250,All-rounder,85,55,154.54545454545453,3,2,3,0.8,9.65,Win,Yes
3657,LSG,PBKS,Chepauk,Bangalore,MI,Bowl,2,Player_198,Batsman,127,81,156.79012345679013,8,2,3,2.8,4.65,Win,No
3658,RCB,RR,Chinnaswamy,Chennai,MI,Bowl,1,Player_69,Batsman,30,35,85.71428571428571,4,2,0,1.9,,Loss,No
3659,PBKS,GT,Kotla,Chennai,SRH,Bowl,2,Player_98,Batsman,3,5,60.0,0,0,0,2.7,,Win,No
3660,PBKS,SRH,Wankhede,Chennai,DC,Bat,2,Player_316,All-rounder,94,69,136.23188405797103,4,1,4,1.8,4.35,Loss,Yes
3661,KKR,DC,Kotla,Kolkata,RCB,Bat,1,Player_200,Bowler,60,89,,0,2,0,1.1,9.08,Win,Yes
3662,LSG,SRH,Wankhede,Bangalore,DC,Bowl,2,Player_182,Batsman,30,25,120.0,7,5,4,0.7,9.36,Win,Yes
3663,CSK,RCB,Chepauk,Kolkata,SRH,Bowl,2,Player_339,All-rounder,53,34,155.88235294117646,3,2,1,2.6,9.18,Loss,No
3664,PBKS,KKR,Eden Gardens,Chennai,CSK,Bat,1,Player_272,Batsman,30,49,61.224489795918366,7,2,1,1.0,,Loss,Yes
3665,RCB,LSG,Chepauk,Delhi,LSG,Bat,1,Player_315,Batsman,90,72,125.0,9,3,4,2.5,4.27,Win,Yes
3666,SRH,RR,Kotla,Bangalore,LSG,Bowl,1,Player_51,Bowler,28,44,63.63636363636363,5,3,2,3.2,7.51,Loss,Yes
3667,PBKS,RR,Eden Gardens,Bangalore,RR,Bat,2,Player_167,All-rounder,28,19,147.36842105263156,7,1,2,1.7,9.07,Loss,Yes
3668,RCB,PBKS,Kotla,Chennai,LSG,Bat,1,Player_96,Batsman,79,65,121.53846153846153,1,3,2,1.8,7.73,Loss,Yes
3669,MI,RCB,Kotla,Chennai,LSG,Bowl,2,Player_292,All-rounder,63,41,153.65853658536585,2,5,0,2.8,6.9,Loss,No
3670,DC,CSK,Chepauk,Kolkata,PBKS,Bat,2,Player_245,Bowler,68,56,121.42857142857142,6,2,3,3.2,9.46,Win,No
3671,GT,DC,Chepauk,Bangalore,SRH,Bat,2,Player_95,Bowler,29,31,93.54838709677419,2,4,0,3.0,10.2,Win,No
3672,RCB,DC,Chinnaswamy,Kolkata,CSK,Bat,2,Player_284,Batsman,5,6,83.33333333333334,1,0,4,0.7,6.81,Win,Yes
3673,LSG,GT,Wankhede,Delhi,DC,Bat,2,Player_160,Batsman,41,26,157.69230769230768,4,3,1,0.7,7.87,Loss,Yes
3674,MI,GT,Chepauk,Chennai,SRH,Bowl,1,Player_281,All-rounder,78,66,,3,1,2,3.9,10.26,Win,Yes
3675,LSG,GT,Chepauk,Kolkata,CSK,Bowl,2,Player_157,All-rounder,57,39,146.15384615384613,4,0,3,0.7,,Loss,No
3676,GT,MI,Kotla,Delhi,RR,Bowl,1,Player_7,Bowler,55,59,93.22033898305084,8,0,2,2.4,7.54,Loss,No
3677,SRH,GT,Chinnaswamy,Chennai,GT,Bowl,1,Player_317,Bowler,57,61,93.44262295081968,5,4,4,3.0,7.13,Loss,Yes
3678,KKR,LSG,Eden Gardens,Kolkata,DC,Bat,1,Player_196,All-rounder,86,68,126.47058823529412,5,2,4,1.9,8.43,Win,No
3679,SRH,LSG,Chepauk,Delhi,PBKS,Bowl,1,Player_300,Batsman,88,65,135.3846153846154,3,4,4,2.1,8.36,Loss,No
3680,DC,KKR,Chepauk,Delhi,SRH,Bat,2,Player_127,All-rounder,57,73,78.08219178082192,6,5,0,1.8,10.24,Win,No
3681,RCB,PBKS,Chinnaswamy,Delhi,SRH,Bowl,1,Player_332,Batsman,42,28,150.0,1,2,4,3.6,6.0,Win,No
3682,LSG,SRH,Chinnaswamy,Bangalore,LSG,Bat,1,Player_273,Bowler,68,45,151.11111111111111,3,0,0,3.7,7.37,Win,No
3683,KKR,MI,Kotla,Delhi,RR,Bowl,2,Player_96,Batsman,97,64,151.5625,7,2,4,1.9,5.0,Win,No
3684,LSG,KKR,Chinnaswamy,Kolkata,DC,Bat,1,Player_130,Bowler,20,20,100.0,5,3,4,1.6,5.11,Loss,No
3685,MI,KKR,Kotla,Delhi,DC,Bowl,1,Player_287,Bowler,25,20,125.0,0,2,2,1.1,9.28,Win,Yes
3686,KKR,LSG,Eden Gardens,Kolkata,PBKS,Bowl,2,Player_278,Batsman,9,9,100.0,0,1,1,1.2,6.81,Loss,Yes
3687,GT,RCB,Chepauk,Mumbai,SRH,Bat,1,Player_154,Batsman,125,86,145.3488372093023,2,1,1,3.9,7.4,Win,No
3688,MI,LSG,Kotla,Bangalore,CSK,Bowl,1,Player_63,All-rounder,15,21,,3,0,2,1.7,7.38,Loss,No
3689,MI,LSG,Kotla,Mumbai,GT,Bat,2,Player_208,Batsman,90,74,121.62162162162163,9,2,2,2.9,7.66,Win,No
3690,DC,LSG,Chinnaswamy,Chennai,SRH,Bat,1,Player_298,Batsman,18,13,138.46153846153845,4,2,0,3.7,,Loss,No
3691,RR,DC,Wankhede,Chennai,SRH,Bat,1,Player_119,Bowler,93,77,120.7792207792208,6,4,0,2.7,5.11,Win,No
3692,SRH,KKR,Chepauk,Mumbai,GT,Bowl,2,Player_338,All-rounder,43,29,148.27586206896552,4,4,0,2.6,9.67,Win,No
3693,PBKS,DC,Eden Gardens,Chennai,SRH,Bowl,2,Player_196,Bowler,32,25,128.0,0,1,0,3.8,10.88,Loss,Yes
3694,DC,RCB,Chinnaswamy,Bangalore,RR,Bowl,1,Player_60,Bowler,47,64,73.4375,9,1,0,3.6,,Win,Yes
3695,KKR,DC,Chepauk,Chennai,RR,Bat,1,Player_307,Batsman,29,29,100.0,0,2,3,1.9,6.24,Win,No
3696,MI,LSG,Wankhede,Mumbai,GT,Bat,1,Player_262,All-rounder,110,69,159.42028985507247,3,0,2,1.6,6.17,Loss,No
3697,CSK,SRH,Chinnaswamy,Chennai,SRH,Bat,1,Player_66,Bowler,6,6,100.0,1,1,2,3.6,6.12,Win,Yes
3698,GT,RR,Kotla,Mumbai,SRH,Bat,2,Player_209,Bowler,22,21,104.76190476190477,5,3,4,1.3,4.89,Win,Yes
3699,RCB,CSK,Chepauk,Mumbai,GT,Bat,1,Player_18,All-rounder,6,5,,1,1,1,0.5,9.24,Win,Yes
3700,CSK,GT,Wankhede,Mumbai,MI,Bat,2,Player_115,Bowler,80,74,108.10810810810811,6,5,1,1.0,10.36,Win,Yes
3701,MI,RR,Chepauk,Bangalore,RCB,Bat,1,Player_45,Batsman,129,85,151.76470588235293,9,2,0,0.9,7.73,Win,No
3702,RCB,DC,Eden Gardens,Delhi,SRH,Bat,2,Player_324,Batsman,7,11,63.63636363636363,1,1,4,3.4,9.6,Loss,Yes
3703,LSG,KKR,Kotla,Chennai,DC,Bat,2,Player_81,All-rounder,90,88,102.27272727272727,2,2,0,3.0,10.57,Win,Yes
3704,MI,RR,Kotla,Mumbai,RR,Bat,1,Player_179,Batsman,29,43,67.44186046511628,0,0,0,3.1,6.86,Loss,No
3705,LSG,KKR,Chinnaswamy,Kolkata,RCB,Bowl,2,Player_75,Batsman,19,14,135.71428571428572,3,3,3,1.2,7.24,Win,No
3706,KKR,LSG,Wankhede,Kolkata,MI,Bowl,2,Player_346,All-rounder,84,62,135.48387096774192,0,3,1,1.0,7.9,Win,Yes
3707,DC,CSK,Eden Gardens,Delhi,KKR,Bat,1,Player_277,All-rounder,16,17,94.11764705882352,4,2,4,2.4,5.3,Loss,No
3708,DC,SRH,Eden Gardens,Chennai,MI,Bowl,1,Player_332,Batsman,19,19,100.0,4,0,0,0.9,5.21,Win,No
3709,CSK,PBKS,Eden Gardens,Chennai,KKR,Bowl,2,Player_305,All-rounder,22,32,68.75,2,3,2,3.7,10.19,Win,No
3710,DC,KKR,Kotla,Chennai,LSG,Bat,2,Player_96,Bowler,32,34,94.11764705882352,2,4,1,1.6,10.55,Win,No
3711,RCB,PBKS,Kotla,Delhi,PBKS,Bat,2,Player_152,All-rounder,40,56,71.42857142857143,5,1,4,1.5,3.81,Win,No
3712,KKR,GT,Wankhede,Chennai,MI,Bat,2,Player_107,Bowler,46,41,112.19512195121952,9,4,1,2.1,6.05,Loss,No
3713,RCB,RR,Chinnaswamy,Kolkata,KKR,Bowl,1,Player_66,All-rounder,30,39,76.92307692307693,2,2,3,1.3,,Win,No
3714,MI,KKR,Eden Gardens,Delhi,LSG,Bat,1,Player_288,Batsman,10,10,100.0,2,1,2,0.8,5.81,Loss,Yes
3715,CSK,DC,Eden Gardens,Delhi,MI,Bowl,1,Player_341,Batsman,103,86,119.76744186046511,8,1,2,1.6,5.59,Win,Yes
3716,LSG,RR,Chepauk,Chennai,PBKS,Bat,2,Player_259,All-rounder,52,75,69.33333333333334,8,5,2,1.1,5.91,Loss,Yes
3717,MI,RCB,Kotla,Delhi,KKR,Bowl,2,Player_133,All-rounder,90,67,134.32835820895522,8,2,2,3.1,6.67,Win,No
3718,CSK,SRH,Eden Gardens,Bangalore,RR,Bat,2,Player_160,All-rounder,41,30,136.66666666666666,8,3,1,0.8,5.54,Loss,Yes
3719,KKR,LSG,Eden Gardens,Chennai,GT,Bowl,1,Player_65,All-rounder,33,31,106.4516129032258,0,3,2,1.9,,Win,Yes
3720,RCB,PBKS,Chepauk,Kolkata,LSG,Bat,1,Player_220,Batsman,116,86,134.88372093023256,5,0,0,2.7,5.6,Win,Yes
3721,RCB,KKR,Kotla,Mumbai,PBKS,Bat,1,Player_29,Bowler,29,24,120.83333333333333,0,2,2,0.8,5.8,Loss,Yes
3722,KKR,CSK,Kotla,Bangalore,CSK,Bat,1,Player_141,All-rounder,64,42,,8,5,0,2.8,5.63,Loss,No
3723,DC,MI,Kotla,Bangalore,KKR,Bat,1,Player_158,Bowler,89,73,121.91780821917808,8,0,1,2.5,10.49,Loss,No
3724,RR,SRH,Eden Gardens,Kolkata,SRH,Bowl,1,Player_308,Batsman,89,61,145.9016393442623,8,4,2,2.1,5.96,Win,Yes
3725,KKR,CSK,Chinnaswamy,Kolkata,KKR,Bat,2,Player_46,All-rounder,41,63,65.07936507936508,5,0,0,0.7,5.92,Win,No
3726,DC,RCB,Wankhede,Chennai,KKR,Bat,2,Player_27,Batsman,23,29,79.3103448275862,5,3,2,1.6,8.01,Loss,Yes
3727,MI,KKR,Chepauk,Delhi,KKR,Bat,2,Player_89,Batsman,30,33,90.9090909090909,0,3,3,1.5,5.48,Win,Yes
3728,GT,RCB,Eden Gardens,Mumbai,DC,Bat,2,Player_42,All-rounder,63,78,80.76923076923077,2,1,0,2.6,,Loss,No
3729,CSK,DC,Chinnaswamy,Delhi,GT,Bat,2,Player_79,All-rounder,31,30,103.33333333333334,0,2,0,3.7,8.78,Loss,No
3730,SRH,DC,Chepauk,Delhi,SRH,Bat,1,Player_240,Bowler,100,82,,2,0,3,3.8,7.38,Loss,No
3731,DC,CSK,Chinnaswamy,Chennai,PBKS,Bowl,2,Player_43,All-rounder,49,63,77.77777777777779,3,1,0,2.5,8.94,Win,No
3732,DC,PBKS,Kotla,Chennai,LSG,Bowl,1,Player_233,All-rounder,20,20,100.0,5,1,2,2.9,6.56,Win,Yes
3733,RCB,LSG,Chinnaswamy,Kolkata,KKR,Bowl,1,Player_293,Bowler,56,73,76.71232876712328,9,3,0,3.1,,Loss,Yes
3734,MI,PBKS,Chepauk,Bangalore,MI,Bowl,1,Player_344,Batsman,91,59,154.23728813559322,6,1,0,2.0,8.55,Loss,Yes
3735,GT,LSG,Chepauk,Chennai,GT,Bowl,1,Player_77,All-rounder,44,46,95.65217391304348,2,3,0,1.6,7.92,Loss,Yes
3736,LSG,PBKS,Wankhede,Bangalore,RCB,Bat,1,Player_333,Batsman,63,67,94.02985074626866,7,0,0,4.0,10.72,Loss,No
3737,PBKS,CSK,Chinnaswamy,Chennai,DC,Bowl,2,Player_157,Bowler,43,46,93.47826086956522,0,4,3,1.5,4.93,Win,Yes
3738,RCB,SRH,Chinnaswamy,Kolkata,RR,Bat,2,Player_76,Bowler,65,51,127.45098039215685,5,4,0,1.2,8.36,Win,Yes
3739,MI,GT,Chepauk,Bangalore,DC,Bowl,1,Player_171,Batsman,39,26,150.0,5,5,0,0.9,8.83,Win,Yes
3740,SRH,GT,Eden Gardens,Chennai,GT,Bowl,2,Player_233,All-rounder,12,17,70.58823529411765,3,2,1,0.8,5.14,Win,Yes
3741,PBKS,CSK,Chepauk,Mumbai,GT,Bowl,2,Player_316,Bowler,57,54,105.55555555555556,1,3,2,0.5,7.01,Loss,Yes
3742,PBKS,RR,Chinnaswamy,Delhi,RR,Bat,1,Player_139,All-rounder,39,42,92.85714285714286,4,5,3,3.2,4.8,Win,Yes
3743,SRH,RR,Eden Gardens,Kolkata,DC,Bowl,1,Player_205,Bowler,25,35,71.42857142857143,6,4,3,0.7,6.42,Win,No
3744,DC,RR,Chepauk,Delhi,SRH,Bowl,2,Player_20,Bowler,21,30,70.0,0,1,4,0.6,6.37,Win,Yes
3745,GT,PBKS,Chinnaswamy,Chennai,GT,Bowl,1,Player_91,Bowler,75,88,85.22727272727273,1,1,0,1.6,7.5,Win,No
3746,RCB,SRH,Chepauk,Mumbai,RR,Bowl,2,Player_131,All-rounder,38,43,88.37209302325581,5,4,3,0.8,8.57,Win,Yes
3747,RR,CSK,Chepauk,Kolkata,MI,Bowl,2,Player_55,Bowler,78,75,104.0,1,5,2,2.1,9.68,Loss,Yes
3748,RCB,SRH,Eden Gardens,Delhi,MI,Bowl,1,Player_195,All-rounder,27,20,135.0,4,4,1,3.6,10.41,Win,No
3749,CSK,SRH,Chinnaswamy,Mumbai,RR,Bowl,1,Player_187,Bowler,21,18,116.66666666666667,3,0,0,1.3,6.45,Loss,Yes
3750,PBKS,KKR,Eden Gardens,Chennai,MI,Bat,2,Player_145,Bowler,66,72,91.66666666666666,0,2,1,2.3,7.2,Loss,No
3751,SRH,MI,Wankhede,Bangalore,MI,Bowl,1,Player_194,Batsman,15,10,150.0,3,2,2,3.1,6.84,Win,Yes
3752,GT,LSG,Chinnaswamy,Mumbai,DC,Bat,1,Player_46,Batsman,85,82,103.65853658536585,5,5,0,3.1,10.44,Loss,No
3753,RR,CSK,Kotla,Chennai,CSK,Bowl,2,Player_81,Bowler,87,59,147.45762711864407,4,0,4,2.8,5.64,Win,No
3754,RR,LSG,Kotla,Kolkata,DC,Bat,2,Player_126,Bowler,20,15,133.33333333333331,5,0,0,3.7,10.66,Win,No
3755,PBKS,MI,Kotla,Mumbai,KKR,Bowl,1,Player_206,Bowler,43,41,104.8780487804878,5,2,2,0.8,8.29,Loss,No
3756,MI,LSG,Chinnaswamy,Delhi,RR,Bat,1,Player_345,Bowler,109,70,155.71428571428572,8,3,3,0.6,5.2,Loss,Yes
3757,RCB,MI,Chepauk,Chennai,MI,Bat,2,Player_233,Batsman,72,63,114.28571428571428,2,3,0,2.3,8.15,Loss,No
3758,KKR,RR,Wankhede,Delhi,DC,Bat,1,Player_245,Batsman,13,12,108.33333333333333,3,0,3,2.1,7.63,Loss,Yes
3759,RR,CSK,Chepauk,Chennai,MI,Bowl,1,Player_207,Batsman,77,75,102.66666666666666,7,3,2,3.6,4.58,Win,No
3760,RCB,GT,Wankhede,Bangalore,KKR,Bowl,1,Player_253,Bowler,78,64,121.875,6,3,0,3.5,7.59,Win,No
3761,DC,RCB,Wankhede,Chennai,SRH,Bowl,1,Player_130,Bowler,54,44,122.72727272727273,1,4,1,1.5,,Win,No
3762,LSG,PBKS,Kotla,Delhi,RR,Bat,2,Player_138,All-rounder,46,33,139.3939393939394,2,3,2,2.2,6.36,Win,No
3763,RCB,KKR,Eden Gardens,Chennai,RR,Bowl,2,Player_251,Bowler,14,11,127.27272727272727,0,0,0,1.6,6.85,Loss,Yes
3764,PBKS,SRH,Chepauk,Chennai,RCB,Bat,2,Player_160,All-rounder,27,18,150.0,5,0,0,2.4,,Loss,Yes
3765,GT,MI,Eden Gardens,Chennai,PBKS,Bat,2,Player_349,Bowler,34,34,100.0,8,1,0,2.1,5.48,Win,Yes
3766,MI,RCB,Wankhede,Bangalore,RR,Bowl,1,Player_201,All-rounder,47,53,88.67924528301887,5,0,1,3.7,,Loss,Yes
3767,DC,GT,Chepauk,Mumbai,GT,Bat,2,Player_295,Batsman,7,6,116.66666666666667,1,1,0,1.9,6.03,Win,No
3768,KKR,MI,Wankhede,Chennai,DC,Bowl,2,Player_67,Bowler,84,71,118.30985915492957,2,4,1,3.9,8.53,Loss,Yes
3769,DC,LSG,Wankhede,Mumbai,RR,Bowl,2,Player_129,All-rounder,13,11,118.18181818181819,3,2,3,2.5,8.86,Loss,No
3770,KKR,LSG,Chinnaswamy,Chennai,RR,Bowl,2,Player_150,Batsman,10,9,111.11111111111111,2,1,4,0.7,4.93,Win,Yes
3771,CSK,LSG,Kotla,Delhi,PBKS,Bowl,2,Player_93,Batsman,10,13,76.92307692307693,1,1,2,0.5,7.56,Win,No
3772,PBKS,MI,Eden Gardens,Kolkata,DC,Bowl,1,Player_289,Bowler,82,70,117.14285714285715,4,4,4,2.1,4.7,Win,No
3773,GT,RR,Chepauk,Chennai,LSG,Bowl,2,Player_193,Batsman,40,59,67.79661016949152,5,5,2,1.4,8.88,Win,No
3774,GT,RCB,Wankhede,Delhi,RCB,Bat,2,Player_224,All-rounder,27,36,75.0,0,3,3,3.1,8.63,Loss,No
3775,RCB,KKR,Eden Gardens,Chennai,DC,Bowl,2,Player_342,All-rounder,76,57,133.33333333333331,3,4,4,0.8,7.35,Win,No
3776,GT,RCB,Kotla,Bangalore,RR,Bat,2,Player_3,All-rounder,22,17,129.41176470588235,5,3,0,2.0,5.63,Win,Yes
3777,KKR,RR,Wankhede,Chennai,RCB,Bowl,1,Player_204,Batsman,7,5,140.0,1,1,3,0.6,6.02,Win,No
3778,MI,RCB,Eden Gardens,Kolkata,RCB,Bowl,2,Player_312,Bowler,27,35,77.14285714285715,3,0,4,4.0,7.64,Loss,Yes
3779,LSG,RCB,Chinnaswamy,Bangalore,LSG,Bat,2,Player_143,Batsman,13,15,86.66666666666667,3,2,0,3.5,6.95,Loss,No
3780,MI,SRH,Wankhede,Mumbai,LSG,Bowl,2,Player_251,All-rounder,38,28,135.71428571428572,0,3,0,1.8,10.99,Loss,No
3781,GT,RR,Chepauk,Chennai,LSG,Bat,2,Player_100,All-rounder,27,30,90.0,0,4,0,1.5,7.32,Win,No
3782,PBKS,SRH,Chepauk,Bangalore,DC,Bat,1,Player_293,All-rounder,61,68,89.70588235294117,8,2,2,1.3,5.13,Win,Yes
3783,DC,CSK,Kotla,Kolkata,RR,Bowl,2,Player_308,Bowler,105,81,129.62962962962962,1,4,2,2.7,4.68,Loss,Yes
3784,GT,RCB,Eden Gardens,Kolkata,SRH,Bowl,2,Player_4,Bowler,102,71,143.66197183098592,0,4,4,3.5,8.57,Win,No
3785,GT,LSG,Chinnaswamy,Mumbai,RCB,Bowl,1,Player_240,Batsman,88,61,144.2622950819672,1,3,0,0.7,8.66,Loss,Yes
3786,DC,RCB,Eden Gardens,Chennai,KKR,Bowl,2,Player_79,All-rounder,97,82,118.29268292682926,4,0,4,1.8,5.63,Win,Yes
